DAUID,Median_income_2020,Population_2021,Total_households
35240564,104000,611,220
35240565,78500,519,205
35240566,86000,353,145
35240567,94000,1037,420
35240568,104000,439,170
35240569,114000,482,170
35240570,145000,1381,420
35240571,132000,1060,345
35240572,79000,438,205
35240573,90000,794,320
35240577,200000,627,205
35240578,170000,584,185
35240579,94000,511,195
35240580,178000,609,190
35240581,190000,612,190
35240582,104000,493,185
35240583,150000,522,170
35240584,138000,669,255
35240585,212000,805,315
35240586,115000,532,220
35240587,97000,538,285
35240588,,248,145
35240589,34000,856,505
35240590,69500,1104,550
35240591,71000,1154,565
35240592,63200,2034,905
35240593,102000,1671,660
35240594,92000,915,300
35240595,67500,1020,505
35240596,71000,1494,815
35240600,112000,1025,380
35240601,59200,1856,895
35240602,127000,870,300
35240604,166000,396,125
35240605,178000,439,140
35240606,216000,369,110
35240607,140000,592,195
35240608,157000,321,100
35240609,180000,439,125
35240610,194000,409,125
35240611,162000,1051,330
35240612,178000,349,110
35240613,192000,469,140
35240614,157000,369,110
35240615,122000,924,315
35240616,147000,565,180
35240617,69500,818,375
35240619,194000,1269,405
35240620,166000,381,115
35240621,154000,605,195
35240622,128000,546,185
35240623,182000,503,160
35240624,21000,662,310
35240625,115000,470,170
35240626,157000,726,240
35240627,123000,462,155
35240628,155000,433,135
35240629,137000,526,165
35240630,135000,649,230
35240631,159000,500,160
35240632,147000,713,235
35240633,166000,730,230
35240634,129000,517,185
35240635,141000,538,175
35240636,143000,380,130
35240637,142000,512,190
35240638,124000,579,205
35240639,144000,809,280
35240640,128000,499,170
35240641,159000,490,170
35240642,174000,473,180
35240643,147000,655,235
35240644,158000,579,190
35240645,159000,626,185
35240647,152000,674,185
35240648,96000,768,345
35240649,129000,575,210
35240650,160000,713,235
35240651,128000,526,200
35240654,226000,617,190
35240655,162000,1235,480
35240656,188000,398,130
35240659,83000,867,380
35240660,130000,643,250
35240661,166000,447,155
35240662,94000,2651,1010
35240663,180000,520,165
35240664,160000,619,215
35240665,182000,466,160
35240666,89000,938,465
35240667,192000,736,215
35240668,149000,504,170
35240669,154000,1088,325
35240670,154000,687,220
35240671,143000,668,210
35240672,170000,864,245
35240673,117000,466,155
35240674,102000,1280,520
35240675,164000,1231,355
35240676,124000,970,365
35240677,192000,455,140
35240678,92000,1491,700
35240679,124000,895,255
35240681,108000,772,335
35240682,126000,716,270
35240683,158000,703,220
35240684,74000,605,395
35240685,145000,1264,430
35240686,194000,1201,335
35240688,124000,1190,370
35240689,142000,779,230
35240691,117000,1138,375
35240695,135000,612,205
35240696,186000,775,210
35240697,140000,938,305
35240698,149000,1127,355
35240699,156000,990,295
35240700,154000,590,185
35240701,202000,563,160
35240705,143000,685,225
35240706,119000,606,200
35240707,148000,722,210
35240708,212000,760,210
35240709,174000,681,220
35240710,145000,581,185
35240711,149000,670,205
35240712,162000,511,160
35240713,174000,869,265
35240714,166000,563,175
35240715,126000,898,305
35240716,159000,762,185
35240724,105000,1457,165
35240728,105000,431,135
35240729,138000,503,145
35240730,114000,422,135
35240731,96000,353,120
35240732,111000,502,155
35240736,120000,559,205
35240737,136000,404,130
35240738,202000,576,165
35240739,186000,401,110
35240741,176000,478,150
35240742,190000,502,150
35240744,166000,798,240
35240745,143000,608,205
35240746,128000,401,145
35240752,123000,466,165
35240753,117000,401,115
35240754,139000,581,180
35240755,138000,566,190
35240756,168000,721,195
35240757,170000,652,200
35240758,174000,983,320
35240759,172000,546,210
35240760,,44,15
35240761,184000,328,105
35240762,208000,524,155
35240765,168000,431,130
35240766,121000,1040,370
35240767,160000,823,250
35240768,200000,492,135
35240769,180000,454,130
35240770,232000,1162,300
35240771,135000,778,215
35240772,218000,876,225
35240773,234000,954,230
35240774,186000,917,275
35240776,92000,1655,680
35240777,186000,784,215
35240779,190000,865,245
35240780,168000,1103,360
35240782,132000,831,275
35240783,172000,357,135
35240785,170000,844,285
35240786,87000,2067,925
35240787,95000,1627,650
35240788,134000,654,225
35240789,83000,1464,730
35240790,131000,561,225
35240791,106000,644,270
35240792,72000,772,290
35240793,118000,1086,400
35240795,210000,1763,490
35240796,156000,731,205
35240797,200000,948,255
35240798,178000,608,175
35240799,176000,776,235
35240800,194000,620,175
35240801,186000,515,145
35240802,194000,403,120
35240803,182000,2009,565
35240804,190000,700,210
35240805,140000,461,165
35240806,137000,525,175
35240807,77500,899,430
35240808,74000,856,550
35240809,,234,10
35240810,159000,626,185
35240811,152000,1191,395
35240812,113000,763,320
35240813,141000,590,210
35240814,105000,741,325
35240815,151000,384,130
35240816,109000,524,200
35240817,151000,651,165
35240818,157000,542,150
35240819,147000,913,290
35240820,81000,638,215
35240821,95000,1023,415
35240822,129000,631,180
35240823,135000,736,190
35240824,160000,848,215
35240825,164000,775,200
35240826,130000,675,185
35240827,125000,528,165
35240828,143000,568,165
35240829,94000,1764,745
35240830,129000,517,155
35240831,137000,747,205
35240832,98000,1067,420
35240834,117000,692,280
35240835,107000,542,200
35240836,98000,562,230
35240837,116000,662,255
35240838,104000,635,245
35240839,101000,609,240
35240840,133000,572,205
35240841,135000,555,195
35240842,145000,614,225
35240843,206000,894,250
35240844,208000,591,175
35240845,188000,462,135
35240846,180000,586,170
35240849,164000,870,230
35240850,194000,1022,280
35240851,178000,652,180
35240852,134000,619,195
35240853,200000,873,230
35240854,220000,610,170
35240855,190000,1001,270
35240857,159000,503,150
35240858,157000,367,105
35240859,170000,723,195
35240861,160000,1086,290
35240862,105000,389,150
35240863,140000,703,230
35240864,155000,698,210
35240865,131000,3238,940
35240866,117000,688,210
35240867,144000,604,180
35240868,109000,2209,725
35240869,151000,1093,285
35240870,101000,1315,470
35240871,135000,1136,305
35240872,155000,744,190
35240873,158000,850,215
35240874,158000,954,245
35240875,159000,860,230
35240876,121000,859,240
35240877,164000,855,230
35240878,170000,640,175
35240879,160000,816,235
35240880,162000,800,215
35240881,174000,773,205
35240882,170000,877,240
35240883,102000,2238,745
35240884,128000,870,245
35240885,154000,784,210
35240886,176000,700,175
35240887,184000,814,200
35240888,170000,903,215
35240889,113000,774,240
35240890,116000,916,285
35240891,134000,761,215
35240892,125000,799,235
35240893,127000,731,235
35240894,131000,744,210
35240895,125000,744,205
35240896,152000,742,195
35240897,160000,771,200
35240903,,0,
35240904,123000,1470,580
35240907,99000,1243,530
35240910,158000,1274,340
35240911,149000,1228,335
35240912,160000,1316,360
35240916,141000,694,205
35240918,162000,517,175
35240922,159000,609,210
35240931,,207,80
35240932,136000,971,275
35240933,166000,616,150
35240934,122000,1238,355
35240935,136000,1301,345
35240937,182000,1092,265
35240938,145000,532,140
35240939,164000,855,210
35240940,121000,906,300
35240942,144000,821,240
35240943,144000,1423,355
35240945,138000,1555,445
35240948,114000,320,110
35240949,106000,477,160
35240950,61600,294,125
35240951,70500,1912,1205
35240952,121000,1255,420
35240953,139000,967,270
35240954,120000,995,335
35240955,127000,915,245
35240956,110000,554,220
35240957,148000,1701,485
35240958,153000,733,215
35240959,153000,666,190
35240960,94000,1004,415
35240961,100000,1419,500
35240962,139000,1248,380
35240963,160000,1682,460
35240964,176000,1042,285
35240965,166000,1866,490
35240966,118000,1061,340
35240967,115000,1381,480
35240968,128000,1383,410
35240969,174000,841,215
35240970,150000,604,180
35240971,164000,2222,595
35240972,141000,572,175
35240973,135000,756,240
35240974,132000,839,295
35240975,178000,705,210
35240976,129000,973,335
35240977,140000,442,100
35240978,81000,1066,550
35240979,134000,1065,315
35240980,174000,1297,395
35240981,194000,409,115
35240982,176000,1594,475
35240983,159000,1034,315
35240984,168000,495,170
35240985,196000,1029,315
35240986,125000,1459,500
35240987,208000,1184,300
35240988,122000,1400,455
35240989,93000,1143,545
35240990,,0,
35240991,170000,504,130
35240992,147000,765,215
35240994,147000,650,200
35240999,180000,518,145
35241000,196000,371,100
35241001,153000,1254,315
35241004,147000,2678,650
35241005,147000,1470,425
35241006,200000,345,95
35241009,132000,1001,250
35241011,104000,1149,385
35241012,129000,1014,260
35241015,125000,4104,1125
35241017,105000,318,100
35241018,125000,543,150
35241019,120000,1334,405
35241022,120000,3554,1035
35241023,120000,4385,1305
35241024,114000,4093,1235
35241025,131000,7578,1990
35241026,122000,439,135
35241027,131000,5889,1650
35241030,176000,2893,905
35241031,162000,2578,850
35241032,69500,1810,1095
35241033,81000,789,380
35241034,139000,1289,380
35241035,111000,756,225
35241036,202000,878,215
35241037,180000,568,150
35241038,184000,670,175
35241039,166000,1611,440
35241040,170000,487,115
35241041,170000,1419,345
35241042,178000,1556,385
35241043,154000,1024,270
35241044,136000,2631,645
35241045,119000,418,155
35241046,138000,1109,475
35250030,105000,388,145
35250031,115000,443,165
35250032,122000,567,220
35250033,157000,637,225
35250034,100000,642,275
35250035,93000,373,155
35250036,127000,642,225
35250037,91000,563,255
35250038,55600,723,440
35250039,51600,515,310
35250040,57600,480,225
35250041,61200,415,245
35250042,82000,261,125
35250043,108000,597,265
35250044,114000,418,165
35250045,50400,456,260
35250046,111000,485,195
35250047,114000,709,250
35250048,152000,300,110
35250049,122000,431,165
35250050,124000,403,155
35250051,150000,1170,415
35250052,127000,346,130
35250053,151000,600,235
35250054,116000,351,135
35250055,103000,573,230
35250056,,199,65
35250059,127000,1115,445
35250060,130000,651,255
35250061,124000,417,150
35250062,75000,1272,645
35250065,147000,504,175
35250066,141000,404,150
35250067,155000,602,195
35250070,86000,844,250
35250073,113000,426,150
35250074,98000,314,115
35250075,123000,413,145
35250077,93000,569,190
35250078,109000,403,135
35250079,98000,304,110
35250080,70500,555,200
35250081,82000,989,360
35250082,,227,90
35250083,75500,816,240
35250084,96000,341,115
35250085,88000,300,105
35250086,92000,690,175
35250087,100000,500,185
35250088,112000,479,175
35250089,54000,555,290
35250093,87000,531,205
35250094,82000,343,130
35250095,91000,459,165
35250096,102000,525,180
35250097,137000,349,115
35250098,,226,65
35250099,153000,784,220
35250100,115000,500,190
35250101,127000,449,160
35250102,152000,323,115
35250105,111000,597,230
35250106,103000,473,190
35250107,111000,523,195
35250108,104000,543,205
35250109,107000,748,260
35250110,93000,581,230
35250111,94000,582,165
35250112,96000,508,170
35250113,95000,300,105
35250114,108000,425,150
35250115,72500,1445,550
35250116,96000,743,240
35250117,95000,279,95
35250118,91000,378,130
35250119,88000,483,190
35250120,94000,389,145
35250121,88000,472,180
35250122,111000,375,130
35250123,112000,353,125
35250124,90000,491,185
35250125,109000,338,120
35250126,62400,623,235
35250127,127000,1559,465
35250128,151000,448,130
35250129,126000,366,115
35250130,130000,301,100
35250133,45200,374,235
35250134,95000,735,275
35250135,114000,2097,670
35250136,111000,372,125
35250137,115000,397,135
35250144,139000,2470,830
35250145,160000,364,120
35250147,117000,528,155
35250148,129000,423,175
35250149,160000,547,185
35250150,95000,453,210
35250151,143000,455,160
35250152,124000,1439,570
35250153,142000,545,205
35250156,153000,395,135
35250158,182000,500,170
35250159,182000,412,150
35250160,168000,398,125
35250161,194000,661,225
35250162,166000,383,140
35250163,172000,582,215
35250164,94000,566,260
35250172,115000,502,170
35250173,133000,1298,415
35250175,106000,1621,505
35250176,122000,717,225
35250177,94000,768,245
35250178,124000,559,180
35250179,143000,614,185
35250180,118000,3131,915
35250181,108000,366,120
35250183,,218,75
35250184,111000,363,120
35250185,95000,519,125
35250186,107000,317,110
35250188,106000,740,270
35250189,122000,558,180
35250190,103000,416,135
35250191,100000,718,260
35250192,122000,1442,455
35250193,116000,317,120
35250194,129000,466,160
35250196,101000,560,195
35250197,117000,521,190
35250200,84000,568,235
35250201,87000,285,105
35250202,71500,1039,445
35250203,76000,1233,430
35250204,56800,900,375
35250205,,240,90
35250206,92000,640,230
35250207,93000,289,110
35250208,91000,383,150
35250209,106000,342,130
35250210,98000,438,160
35250211,60000,312,195
35250212,60800,432,220
35250213,94000,375,160
35250216,101000,410,150
35250217,69000,598,225
35250218,89000,1203,405
35250221,45600,572,335
35250222,88000,545,205
35250223,96000,455,185
35250224,58800,444,180
35250225,89000,370,140
35250226,46800,517,330
35250227,54800,573,265
35250230,81000,470,200
35250231,90000,744,270
35250232,53600,877,320
35250233,72500,580,210
35250234,92000,395,115
35250238,64000,981,370
35250239,83000,452,130
35250240,56000,669,275
35250241,81000,294,95
35250242,,0,
35250243,62000,1193,500
35250248,105000,872,290
35250249,45200,519,310
35250250,105000,483,195
35250251,58800,401,195
35250254,70000,693,330
35250255,69500,531,280
35250256,69500,606,300
35250257,46400,589,355
35250258,56800,741,445
35250259,72000,602,270
35250260,41600,564,315
35250261,41200,496,270
35250262,70000,779,295
35250263,119000,1146,355
35250264,118000,371,130
35250265,109000,389,140
35250266,83000,402,165
35250267,99000,478,200
35250269,118000,251,95
